Requested URL,URL Title,Link Description,Link Address
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Live TV,http://www.cnn.com//cnn.it/go2
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Crime + Justice,http://www.cnn.com/specials/us/crime-and-justice
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Energy + Environment,http://www.cnn.com/specials/us/energy-and-environment
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Extreme Weather,http://www.cnn.com/specials/us/extreme-weather
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Space + Science,http://www.cnn.com/specials/space-science
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Africa,http://www.cnn.com/africa
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Americas,http://www.cnn.com/americas
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Asia,http://www.cnn.com/asia
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Europe,http://www.cnn.com/europe
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Middle East,http://www.cnn.com/middle-east
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",45,http://www.cnn.com/specials/politics/president-donald-trump-45
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Congress,http://www.cnn.com/specials/politics/congress-capitol-hill
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Security,http://www.cnn.com/specials/politics/us-security
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",The Nine,http://www.cnn.com/specials/politics/supreme-court-nine
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Trumpmerica,http://www.cnn.com/specials/politics/trumpmerica
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",State,http://www.cnn.com/specials/politics/state-cnn-politics-magazine
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Markets,http://www.cnn.com//money.cnn.com/data/markets/
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Media,http://www.cnn.com//money.cnn.com/media
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Personal Finance,http://www.cnn.com//money.cnn.com/pf/
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Luxury,http://www.cnn.com/style/luxury
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Political Op-Eds,http://www.cnn.com/specials/opinion/opinion-politics
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Social Commentary,http://www.cnn.com/specials/opinion/opinion-social-issues
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Diet + Fitness,http://www.cnn.com/specials/health/diet-fitness
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Living Well,http://www.cnn.com/specials/health/living-well
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Parenting + Family,http://www.cnn.com/specials/living/cnn-parents
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Stars,http://www.cnn.com/entertainment/celebrities
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Screen,http://www.cnn.com/entertainment/movies
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Binge,http://www.cnn.com/entertainment/tv-shows
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Culture,http://www.cnn.com//money.cnn.com/technology/culture
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Business,http://www.cnn.com//money.cnn.com/technology/business
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Gadgets,http://www.cnn.com//money.cnn.com/technology/gadgets
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Future,http://www.cnn.com//money.cnn.com/technology/future
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Startups,http://www.cnn.com//money.cnn.com/technology/startups
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Fashion,http://www.cnn.com/style/fashion
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Design,http://www.cnn.com/style/design
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Architecture,http://www.cnn.com/style/architecture
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Arts,http://www.cnn.com/style/arts
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Autos,http://www.cnn.com/style/autos
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Wonder,http://www.cnn.com/travel/wonder
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Food & Drink,http://www.cnn.com/travel/food-and-drink
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Play,http://www.cnn.com/travel/play
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Stay,http://www.cnn.com/travel/stay
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Videos,http://www.cnn.com/travel/videos
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Pro Football,http://www.cnn.com//bleacherreport.com/nfl
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",College Football,http://www.cnn.com//bleacherreport.com/college-football
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Basketball,http://www.cnn.com//bleacherreport.com/nba
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Baseball,http://www.cnn.com//bleacherreport.com/mlb
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Soccer,http://www.cnn.com//bleacherreport.com/world-football
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Living,http://www.cnn.com/living
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Food,http://www.cnn.com/specials/living/eatocracy
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Relationships,http://www.cnn.com/specials/living/relationships
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Religion,http://www.cnn.com/specials/belief
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Live TV •,http://www.cnn.com//cnn.it/go2
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Digital Studios,http://www.cnn.com/specials/digital-studios
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",CNN Films,http://www.cnn.com/specials/videos/digital-shorts
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",HLN,http://www.cnn.com/specials/videos/hln
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",TV Schedule,http://www.cnn.com/tv/schedule/cnn
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",TV Shows A-Z,http://www.cnn.com/specials/tv/all-shows
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",CNNVR,http://www.cnn.com/vr
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",How To Watch VR,http://www.cnn.com/2017/03/04/vr/how-to-watch-vr
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Archives,http://www.cnn.com/specials/vr/vr-archives
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",More…,http://www.cnn.com/more
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Photos,http://www.cnn.com/specials/photos
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Longform,http://www.cnn.com/specials/cnn-longform
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Investigations,http://www.cnn.com/specials/cnn-investigations
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",iReport,http://www.cnn.com/specials/opinions/cnnireport
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",CNN profiles,http://www.cnn.com/specials/profiles
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",CNN Leadership,http://www.cnn.com/specials/more/cnn-leadership
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",CNN Newsletters,http://www.cnn.com/email/subscription
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Work for CNN,http://www.cnn.comhttp://www.wearecnn.com
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Facebook,http://www.cnn.comhttps://www.facebook.com/cnn
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Twitter,http://www.cnn.comhttps://twitter.com/cnn
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Instagram,http://www.cnn.comhttps://instagram.com/cnn
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos","Turner Broadcasting System, Inc.",http://www.cnn.comhttp://www.turner.com
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Terms of Use,http://www.cnn.com/terms
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Privacy Policy,http://www.cnn.com/privacy
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",AdChoices,http://www.cnn.com#
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",About us,http://www.cnn.com/about
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Visit CNN,http://www.cnn.com/tour
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Newsletters,http://www.cnn.com/newsletters
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Help,http://www.cnn.com/help
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",Transcripts,http://www.cnn.com/transcripts
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",License Footage,http://www.cnn.com/collection
http://www.cnn.com,"CNN - Breaking News, Latest News and Videos",CNN Newsource,http://www.cnn.comhttp://cnnnewsource.com
Requested URL,URL Title,Link Description,Link Address
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,Fox News,http://www.foxnews.com//www.foxnews.com
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,Fox Business,http://www.foxnews.com//foxbusiness.com
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,Fox News Go,http://www.foxnews.com//www.foxnewsgo.com
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,Fox News Radio,http://www.foxnews.com//radio.foxnews.com
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,Fox Nation,http://www.foxnews.com//nation.foxnews.com
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,Fox News Insider,http://www.foxnews.com//foxnewsinsider.com/
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,Search,http://www.foxnews.com#
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,Fox News Facebook,http://www.foxnews.com//www.facebook.com/FoxNews
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,Fox News Twitter,http://www.foxnews.com//twitter.com/FoxNews
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,Fox News Google+,http://www.foxnews.com//plus.google.com/+FoxNews
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,Home,http://www.foxnews.com//www.foxnews.com/
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,Video,http://www.foxnews.com//video.foxnews.com/playlist/featured-editors-picks/
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,Politics,http://www.foxnews.com//www.foxnews.com/politics.html
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,U.S.,http://www.foxnews.com//www.foxnews.com/us.html
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,Opinion,http://www.foxnews.com//www.foxnews.com/opinion.html
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,Business,http://www.foxnews.com//foxbusiness.com
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,Entertainment,http://www.foxnews.com//www.foxnews.com/entertainment.html
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,Tech,http://www.foxnews.com//www.foxnews.com/tech.html
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,Science,http://www.foxnews.com//www.foxnews.com/science.html
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,Health,http://www.foxnews.com//www.foxnews.com/health.html
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,Travel,http://www.foxnews.com//www.foxnews.com/travel.html
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,Lifestyle,http://www.foxnews.com//www.foxnews.com/lifestyle.html
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,World,http://www.foxnews.com//www.foxnews.com/world.html
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,On Air,http://www.foxnews.com/shows.html
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,SANCTUARY CITY CRACKDOWNHouse passes 'Kate's Law' in push to fight illegal immigration,http://www.foxnews.comhttp://www.foxnews.com/politics/2017/06/29/house-passes-kate-s-law-as-part-illegal-immigrant-crackdown.html
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,"",http://www.foxnews.comhttp://www.foxnews.com/person/m/john-moody.html
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,VIDEO: Kelly expresses support for immigration enforcement bills,http://www.foxnews.comhttp://video.foxnews.com/v/5487432802001/
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,VIDEO: House GOPers send immigration message to local governments,http://www.foxnews.comhttp://video.foxnews.com/v/5487232218001/
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,VIDEO: Trump pivots to fixing America's broken immigration system,http://www.foxnews.comhttp://video.foxnews.com/v/5486370402001/
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,Border patrol agents rescue illegal immigrant left in Texas heat,http://www.foxnews.comhttp://www.foxnews.com/us/2017/06/26/border-patrol-agents-rescue-illegal-immigrant-left-in-texas-heat.html
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,"Judge blocks planned deportation of more than 1,400 Iraqis",http://www.foxnews.comhttp://www.foxnews.com/us/2017/06/27/judge-blocks-planned-deportation-more-than-1400-iraqis.html
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,FOX NEWS POLL  71% of voters say Trump's tweets hurting his agenda,http://www.foxnews.comhttp://www.foxnews.com/politics/2017/06/29/fox-news-poll-voters-say-trumps-tweets-hurting-agenda.html
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,READ THE FULL POLL RESULTS,http://www.foxnews.comhttp://www.foxnews.com/politics/interactive/2017/06/29/fox-news-poll-june-29-2017.html
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,"Sanders defends Trump's Mika tweet at heated briefing, says president 'fights fire with fire'",http://www.foxnews.comhttp://www.foxnews.com/politics/2017/06/29/sanders-defends-trumps-mika-tweet-at-heated-briefing-says-president-fights-fire-with-fire.html
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,"Trump attacks 'Psycho' Joe Scarborough, 'Crazy' Mika on Twitter",http://www.foxnews.comhttp://www.foxnews.com/politics/2017/06/29/trump-attacks-psycho-joe-scarborough-crazy-mike-brzezinski-in-twitter-tear.html
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,Starnes: CNN has secured its place as 'America's Fake News Leader',http://www.foxnews.comhttp://insider.foxnews.com/2017/06/29/todd-starnes-commentary-cnn-fake-news-trump-russia-investigation
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,McCain: Trump's MSNBC remarks are 'beneath the dignity' of the WH,http://www.foxnews.comhttp://insider.foxnews.com/2017/06/29/president-trump-tweets-msnbc-joe-scarborough-mika-brzezinski-outnumbered-reacts
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,'A DAMN INSULT' Bin Laden's shooter goes on tirade against VA,http://www.foxnews.comhttp://www.foxnews.com/politics/2017/06/29/usama-bin-ladens-killer-turns-twitter-wrath-to-sarah-sanders.html
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,"Trump signs VA reform bill, following through on campaign promise",http://www.foxnews.comhttp://www.foxnews.com/politics/2017/06/23/trump-signs-va-reform-bill-following-through-on-campaign-promise.html
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,"'MURDER ISLAND'7 tourists killed, body eaten by lizards in Thai horror",http://www.foxnews.comhttp://www.foxnews.com/world/2017/06/29/backpacker-reportedly-eaten-by-lizards-on-thai-island.html
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,Georgia police arrest 3 teens who scalded then raped woman near her kids,http://www.foxnews.comhttp://www.foxnews.com/us/2017/06/29/georgia-police-arrest-3-teens-who-scalded-then-raped-woman-near-her-kids.html
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,Car parked wrong way led officer to find dead toddler,http://www.foxnews.comhttp://www.foxnews.com/us/2017/06/29/car-parked-wrong-way-led-officer-to-find-dead-toddler.html
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,'Killer Mountain': 2 missing climbers feared dead,http://www.foxnews.comhttp://www.foxnews.com/world/2017/06/29/killer-mountain-2-missing-climbers-feared-dead.html
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,Russians call off search for missing climber from Colorado,http://www.foxnews.comhttp://www.foxnews.com/world/2017/06/29/russians-call-off-search-for-missing-climber-from-colorado.html
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,"Russia probe pile-on: No fewer than 9 teams investigating collusion, meddling",http://www.foxnews.comhttp://www.foxnews.com/politics/2017/06/29/russia-probe-pile-on-no-fewer-than-9-teams-investigating-collusion-meddling.html
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,Scaramucci calls Russia story 'nonsense',http://www.foxnews.comhttp://fxn.ws/2umHJ3F
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,WATCH: 'Get your facts straight': Podesta and Bartiromo clash over Russia ties,http://www.foxnews.comhttp://bit.ly/2uoAxUn
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,VIDEO: Russia investigation: Who's Who,http://www.foxnews.comhttp://bit.ly/2uoVKxw
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,TODD STARNES: Teens threatened with arrest for praying -- in America!,http://www.foxnews.comhttp://www.toddstarnes.com/column/teens-threatened-with-arrest-for-praying-in-america
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,New York Times employees stage walkout over copy desk cuts,http://www.foxnews.comhttp://www.foxnews.com/us/2017/06/29/new-york-times-employees-stage-walkout-over-copy-desk-cuts.html
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,Two San Antonio cops shot in downtown incident,http://www.foxnews.comhttp://www.foxnews.com/us/2017/06/29/san-antonio-police-officers-shot-in-downtown-incident.html
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,Seattle commissions new minimum-wage study after dismissing first results,http://www.foxnews.comhttp://www.foxnews.com/politics/2017/06/29/seattle-commissions-new-minimum-wage-study-after-dismissing-first-results.html
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,"TODD STARNES: Government hostility to religion spiked under Obama, new report shows",http://www.foxnews.comhttp://www.foxnews.com/opinion/2017/06/29/government-hostility-to-religion-spiked-under-obama-new-report-finds.html
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,JFK Terminal 4 restaurant fire fills busy New York airport with smoke,http://www.foxnews.comhttp://www.foxnews.com/travel/2017/06/29/jfk-terminal-4-restaurant-fire-fills-busy-new-york-airport-with-smoke.html
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,Woman faints after breaking $44G bracelet in store,http://www.foxnews.comhttps://www.aol.com/article/finance/2017/06/28/woman-breaks-44-000-jade-bracelet/23006620/?ncid=txtlnkusaolp00000058&
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,Maine restaurant workers successfully lobby to lower the minimum wage,http://www.foxnews.comhttp://www.foxnews.com/food-drink/2017/06/29/maine-restaurant-workers-successfully-lobby-to-lower-minimum-wage.html
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,Navy husband welcomed home by wife's surprise baby bump,http://www.foxnews.comhttp://www.foxnews.com/health/2017/06/29/navy-husband-welcomed-home-by-wifes-surprise-baby-bump.html
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,"Last ISIS escape route in Raqqa hub cut off, Syrian monitors say",http://www.foxnews.comhttp://www.foxnews.com/world/2017/06/29/syrian-us-backed-forces-seize-last-route-into-raqqa.html
http://www.foxnews.com,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,McMaster: Military option for N. Korea being prepared,http://www.foxnews.comhttp://www.foxnews.com/world/2017/06/29/military-option-for-north-korea-being-prepared-for-trump-mcmaster-says.html
